date,level_true,level_pred,sp500_close
2014-10-31,2142.837,1889.0394,2018.050048828125
2014-11-07,2157.5647,1951.1891,2031.9200439453125
2014-11-07,2172.3936,1972.6777,2031.9200439453125
2014-11-14,2180.8396,1997.8727,2039.8199462890625
2014-11-14,2189.3184,2004.7946,2039.8199462890625
2014-11-21,2214.734,2021.0236,2063.5
2014-11-21,2240.4446,2043.7334,2063.5
2014-11-28,2244.8528,2062.0103,2067.56005859375
2014-11-28,2249.2698,2078.6313,2067.56005859375
2014-12-05,2257.766,2092.0894,2075.3701171875
2014-12-05,2266.2947,2111.2952,2075.3701171875
2014-12-12,2186.5352,2116.616,2002.3299560546875
2014-12-12,2109.5828,2073.1492,2002.3299560546875
2014-12-19,2181.562,2027.1885,2070.64990234375
2014-12-19,2255.9976,2029.8196,2070.64990234375
2014-12-26,2275.7395,2037.3213,2088.77001953125
2014-12-26,2295.6545,2053.0435,2088.77001953125
2015-01-02,2262.0566,2099.4092,2058.199951171875
2015-01-02,2228.9502,2208.0305,2058.199951171875
2015-01-09,2214.4497,2277.2988,2044.81005859375
2015-01-09,2200.0432,2256.1003,2044.81005859375
2015-01-16,2172.7258,2235.8662,2019.4200439453125
2015-01-16,2145.7473,2224.543,2019.4200439453125
2015-01-23,2180.174,2225.1016,2051.820068359375
2015-01-23,2215.1533,2220.765,2051.820068359375
2015-01-30,2153.7993,2230.1077,1994.989990234375
2015-01-30,2094.1445,2202.7395,1994.989990234375
2015-02-06,2157.6306,2173.6133,2055.469970703125
2015-02-06,2223.0413,2189.1553,2055.469970703125
2015-02-13,2267.946,2223.2578,2096.989990234375
2015-02-13,2313.7583,2303.0706,2096.989990234375
2015-02-20,2328.444,2368.2659,2110.300048828125
2015-02-20,2343.2234,2423.2358,2110.300048828125
2015-02-27,2336.783,2478.8076,2104.5
2015-02-27,2330.3606,2515.2598,2104.5
2015-03-06,2293.553,2527.9685,2071.260009765625
2015-03-06,2257.3271,2515.668,2071.260009765625
2015-03-13,2237.8625,2486.1328,2053.39990234375
2015-03-13,2218.566,2520.0212,2053.39990234375
2015-03-20,2277.666,2505.857,2108.10009765625
2015-03-20,2338.3403,2541.0786,2108.10009765625
2015-03-27,2286.1182,2552.923,2061.02001953125
2015-03-27,2235.0625,2568.985,2061.02001953125
2015-04-03,2241.5042,2595.3118,2066.9599609375
2015-04-03,2247.9644,2558.771,2066.9599609375
2015-04-10,2286.138,2522.8845,2102.06005859375
2015-04-10,2324.9602,2566.2048,2102.06005859375
2015-04-17,2301.866,2597.136,2081.179931640625
2015-04-17,2279.001,2613.0828,2081.179931640625
2015-04-24,2318.9814,2650.7874,2117.68994140625
2015-04-24,2359.663,2644.4893,2117.68994140625
2015-05-01,2349.1892,2641.321,2108.2900390625
2015-05-01,2338.7617,2703.8174,2108.2900390625
2015-05-08,2347.4255,2740.3108,2116.10009765625
2015-05-08,2356.1213,2716.2573,2116.10009765625
2015-05-15,2363.5034,2729.858,2122.72998046875
2015-05-15,2370.9084,2753.8237,2122.72998046875
2015-05-22,2374.6277,2778.8306,2126.06005859375
2015-05-22,2378.353,2784.2524,2126.06005859375
2015-05-29,2357.4673,2811.031,2107.389892578125
2015-05-29,2336.765,2797.616,2107.389892578125
2015-06-05,2320.6206,2804.0413,2092.830078125
2015-06-05,2304.5874,2772.9946,2092.830078125
2015-06-12,2305.9968,2747.9604,2094.110107421875
2015-06-12,2307.4075,2719.1045,2094.110107421875
2015-06-19,2324.9048,2695.316,2109.989990234375
2015-06-19,2342.5347,2709.4783,2109.989990234375
2015-06-26,2333.0981,2725.0916,2101.489990234375
2015-06-26,2323.6992,2742.254,2101.489990234375
2015-07-03,2296.3762,2750.56,2076.780029296875
2015-07-03,2269.375,2712.7092,2076.780029296875
2015-07-10,2269.2002,2686.4275,2076.6201171875
2015-07-10,2269.0254,2674.2693,2076.6201171875
2015-07-17,2323.6797,2661.582,2126.639892578125
2015-07-17,2379.6504,2683.257,2126.639892578125
2015-07-24,2327.07,2707.2278,2079.64990234375
2015-07-24,2275.6514,2677.4348,2079.64990234375
2015-07-31,2302.1213,2629.423,2103.840087890625
2015-07-31,2328.8994,2623.054,2103.840087890625
2015-08-07,2299.819,2613.7244,2077.570068359375
2015-08-07,2271.1018,2630.7212,2077.570068359375
2015-08-14,2286.3733,2679.1025,2091.5400390625
2015-08-14,2301.747,2654.6692,2091.5400390625
2015-08-21,2168.9714,2647.0122,1970.8900146484373
2015-08-21,2043.8547,2606.3118,1970.8900146484373
2015-08-28,2062.5005,2610.9397,1988.8699951171875
2015-08-28,2081.3162,2511.5083,1988.8699951171875
2015-09-04,2010.5217,2460.1833,1921.219970703125
2015-09-04,1942.1351,2433.9583,1921.219970703125
2015-09-11,1982.3988,2388.3435,1961.050048828125
2015-09-11,2023.4973,2264.2454,1961.050048828125
2015-09-18,2020.381,2273.8594,1958.030029296875
2015-09-18,2017.2695,2295.032,1958.030029296875
2015-09-25,1989.7721,2312.3071,1931.3399658203125
2015-09-25,1962.6494,2294.2046,1931.3399658203125
2015-10-02,1982.9938,2312.5376,1951.3599853515625
2015-10-02,2003.5494,2283.8428,1951.3599853515625
2015-10-09,2068.7786,2260.7078,2014.8900146484373
2015-10-09,2136.1313,2277.058,2014.8900146484373
2015-10-16,2155.4478,2298.417,2033.1099853515625
2015-10-16,2174.9385,2327.7185,2033.1099853515625
2015-10-23,2219.9111,2358.9312,2075.14990234375
2015-10-23,2265.8137,2403.421,2075.14990234375
2015-10-30,2270.4106,2433.421,2079.360107421875
2015-10-30,2275.017,2470.194,2079.360107421875
2015-11-06,2296.7236,2509.365,2099.199951171875
2015-11-06,2318.6375,2519.4492,2099.199951171875
2015-11-13,2234.5164,2540.935,2023.0400390625
2015-11-13,2153.4473,2510.9534,2023.0400390625
2015-11-20,2223.8398,2487.387,2089.169921875
2015-11-20,2296.5337,2478.1238,2089.169921875
2015-11-27,2297.5671,2447.3206,2090.110107421875
2015-11-27,2298.601,2550.8904,2090.110107421875
2015-12-04,2300.3386,2626.498,2091.68994140625
2015-12-04,2302.0771,2676.6086,2091.68994140625
2015-12-11,2214.779,2711.1597,2012.3699951171875
2015-12-11,2130.7913,2701.8745,2012.3699951171875
2015-12-18,2123.57,2652.173,2005.550048828125
2015-12-18,2116.3733,2571.319,2005.550048828125
2015-12-25,2174.877,2532.0278,2060.989990234375
2015-12-25,2234.9973,2612.88,2060.989990234375
2016-01-01,2216.5078,2663.59,2043.93994140625
2016-01-01,2198.1714,2668.0676,2043.93994140625
2016-01-08,2067.0623,2695.5063,1922.030029296875
2016-01-08,1943.7733,2629.5874,1922.030029296875
2016-01-15,1901.6014,2600.5154,1880.3299560546875
2016-01-15,1860.3446,2485.4495,1880.3299560546875
2016-01-22,1886.6323,2393.3633,1906.9000244140625
2016-01-22,1913.2914,2376.5203,1906.9000244140625
2016-01-29,1946.743,2374.608,1940.239990234375
2016-01-29,1980.7797,2407.2766,1940.239990234375
2016-02-05,1919.3322,2424.7888,1880.050048828125
2016-02-05,1859.7908,2411.5745,1880.050048828125
2016-02-12,1844.6853,2390.8218,1864.780029296875
2016-02-12,1829.7025,2368.804,1864.780029296875
2016-02-19,1881.7056,2347.0142,1917.780029296875
2016-02-19,1935.1866,2360.4578,1917.780029296875
2016-02-26,1965.7313,2345.526,1948.050048828125
2016-02-26,1996.7582,2425.4575,1948.050048828125
2016-03-04,2049.997,2518.7642,1999.989990234375
2016-03-04,2104.655,2554.5408,1999.989990234375
2016-03-11,2128.0168,2587.999,2022.18994140625
2016-03-11,2151.6377,2614.525,2022.18994140625
2016-03-18,2180.7812,2646.6162,2049.580078125
2016-03-18,2210.3196,2682.3735,2049.580078125
2016-03-25,2195.6096,2746.8015,2035.93994140625
2016-03-25,2180.9976,2754.926,2035.93994140625
2016-04-01,2220.4624,2756.5884,2072.780029296875
2016-04-01,2260.6416,2785.7703,2072.780029296875
2016-04-08,2233.1794,2792.713,2047.5999755859373
2016-04-08,2206.0508,2809.2493,2047.5999755859373
2016-04-15,2241.7446,2831.123,2080.72998046875
2016-04-15,2278.0156,2805.9424,2080.72998046875
2016-04-22,2289.8948,2775.418,2091.580078125
2016-04-22,2301.8354,2763.8225,2091.580078125
2016-04-29,2272.9136,2748.5818,2065.300048828125
2016-04-29,2244.3552,2719.4116,2065.300048828125
2016-05-06,2235.4875,2679.5151,2057.139892578125
2016-05-06,2226.655,2637.82,2057.139892578125
2016-05-13,2215.2576,2612.7764,2046.6099853515625
2016-05-13,2203.9182,2584.1987,2046.6099853515625
2016-05-20,2210.0671,2539.2014,2052.320068359375
2016-05-20,2216.2332,2535.021,2052.320068359375
2016-05-27,2266.7063,2532.7148,2099.06005859375
2016-05-27,2318.3286,2545.1702,2099.06005859375
2016-06-03,2318.406,2560.377,2099.1298828125
2016-06-03,2318.483,2596.1384,2099.1298828125
2016-06-10,2315.1035,2620.0461,2096.070068359375
2016-06-10,2311.7288,2623.3984,2096.070068359375
2016-06-17,2284.3218,2642.3435,2071.219970703125
2016-06-17,2257.24,2596.3308,2071.219970703125
2016-06-24,2220.3936,2561.1282,2037.4100341796875
2016-06-24,2184.1484,2530.932,2037.4100341796875
2016-07-01,2254.4087,2505.6113,2102.949951171875
2016-07-01,2326.9292,2528.2122,2102.949951171875
2016-07-08,2356.7495,2558.0361,2129.89990234375
2016-07-08,2386.952,2629.7837,2129.89990234375
2016-07-15,2422.6348,2691.3767,2161.739990234375
2016-07-15,2458.8508,2731.3877,2161.739990234375
2016-07-22,2473.9675,2780.8716,2175.030029296875
2016-07-22,2489.177,2820.7908,2175.030029296875
2016-07-29,2487.5408,2867.1292,2173.60009765625
2016-07-29,2485.9053,2902.0107,2173.60009765625
2016-08-05,2496.507,2937.2886,2182.8701171875
2016-08-05,2507.1543,2927.3152,2182.8701171875
2016-08-12,2508.5095,2939.6743,2184.050048828125
2016-08-12,2509.8657,2939.7078,2184.050048828125
2016-08-19,2509.6587,2938.1584,2183.8701171875
2016-08-19,2509.452,2935.7385,2183.8701171875
2016-08-26,2492.411,2931.7947,2169.0400390625
2016-08-26,2475.4858,2922.9033,2169.0400390625
2016-09-02,2487.9714,2917.3591,2179.97998046875
2016-09-02,2500.5198,2923.0222,2179.97998046875
2016-09-09,2440.679,2928.8948,2127.81005859375
2016-09-09,2382.27,2914.5745,2127.81005859375
2016-09-16,2394.9773,2890.7961,2139.159912109375
2016-09-16,2407.7522,2851.1963,2139.159912109375
2016-09-23,2436.4878,2859.95,2164.68994140625
2016-09-23,2465.5662,2864.0308,2164.68994140625
2016-09-30,2469.644,2835.9592,2168.27001953125
2016-09-30,2473.7285,2848.2354,2168.27001953125
2016-10-07,2457.1514,2869.0388,2153.739990234375
2016-10-07,2440.6855,2874.208,2153.739990234375
2016-10-14,2417.1597,2890.0942,2132.97998046875
2016-10-14,2393.8604,2872.6797,2132.97998046875
2016-10-21,2403.041,2865.487,2141.159912109375
2016-10-21,2412.2566,2851.5098,2141.159912109375
2016-10-28,2395.639,2832.9854,2126.409912109375
2016-10-28,2379.136,2840.1475,2126.409912109375
2016-11-04,2333.0056,2842.3333,2085.179931640625
2016-11-04,2287.77,2829.3137,2085.179931640625
2016-11-11,2374.7417,2804.7795,2164.449951171875
2016-11-11,2465.0195,2796.5188,2164.449951171875
2016-11-18,2484.8926,2781.3386,2181.89990234375
2016-11-18,2504.926,2761.3672,2181.89990234375
2016-11-25,2541.0325,2764.256,2213.35009765625
2016-11-25,2577.6592,2771.7305,2213.35009765625
2016-12-02,2552.7368,2794.4443,2191.949951171875
2016-12-02,2528.0552,2826.1284,2191.949951171875
2016-12-09,2605.9978,2864.6821,2259.530029296875
2016-12-09,2686.3433,2912.705,2259.530029296875
2016-12-16,2684.6074,2971.1692,2258.070068359375
2016-12-16,2682.8728,3056.0198,2258.070068359375
2016-12-23,2689.669,3129.2249,2263.7900390625
2016-12-23,2696.4822,3158.2493,2263.7900390625
2016-12-30,2666.7515,3165.7495,2238.830078125
2016-12-30,2637.3486,3101.911,2238.830078125
2017-01-06,2682.2893,3058.3196,2276.97998046875
2017-01-06,2727.9956,3106.3303,2276.97998046875
2017-01-13,2725.1921,3161.1401,2274.639892578125
2017-01-13,2722.3914,3167.9607,2274.639892578125
2017-01-20,2718.406,3183.36,2271.31005859375
2017-01-20,2714.4268,3209.9387,2271.31005859375
2017-01-27,2742.3677,3192.5837,2294.68994140625
2017-01-27,2770.5967,3236.3157,2294.68994140625
2017-02-03,2773.8928,3253.3667,2297.419921875
2017-02-03,2777.1929,3289.1519,2297.419921875
2017-02-10,2799.774,3327.7654,2316.10009765625
2017-02-10,2822.5388,3321.7751,2316.10009765625
2017-02-17,2865.265,3325.27,2351.159912109375
2017-02-17,2908.6377,3343.5605,2351.159912109375
2017-02-24,2928.654,3390.9382,2367.340087890625
2017-02-24,2948.8083,3429.2075,2367.340087890625
2017-03-03,2968.4644,3479.8787,2383.1201171875
2017-03-03,2988.2515,3508.3816,2383.1201171875
2017-03-10,2975.06,3521.188,2372.60009765625
2017-03-10,2961.927,3524.9954,2372.60009765625
2017-03-17,2968.9805,3532.4546,2378.25
2017-03-17,2976.0503,3538.568,2378.25
2017-03-24,2933.1663,3539.174,2343.97998046875
2017-03-24,2890.9001,3537.0632,2343.97998046875
2017-03-31,2914.0127,3540.8538,2362.719970703125
2017-03-31,2937.3098,3552.1873,2362.719970703125
2017-04-07,2928.3838,3571.2815,2355.5400390625
2017-04-07,2919.485,3581.9001,2355.5400390625
2017-04-14,2886.529,3556.861,2328.949951171875
2017-04-14,2853.9448,3532.514,2328.949951171875
2017-04-21,2878.1348,3501.8276,2348.68994140625
2017-04-21,2902.5295,3477.409,2348.68994140625
2017-04-28,2946.413,3436.0881,2384.199951171875
2017-04-28,2990.9602,3484.0127,2384.199951171875
2017-05-05,3009.8904,3532.3713,2399.2900390625
2017-05-05,3028.941,3588.139,2399.2900390625
2017-05-12,3018.3489,3645.168,2390.89990234375
2017-05-12,3007.794,3635.4087,2390.89990234375
2017-05-19,2996.2578,3636.481,2381.72998046875
2017-05-19,2984.7664,3651.2664,2381.72998046875
2017-05-26,3027.4878,3663.396,2415.820068359375
2017-05-26,3070.8206,3712.0637,2415.820068359375
2017-06-02,3100.3745,3772.6794,2439.070068359375
2017-06-02,3130.2126,3810.2717,2439.070068359375
2017-06-09,3120.844,3845.6921,2431.77001953125
2017-06-09,3111.5034,3837.1296,2431.77001953125
2017-06-16,3113.2688,3823.993,2433.14990234375
2017-06-16,3115.0356,3809.5535,2433.14990234375
2017-06-23,3121.629,3795.633,2438.300048828125
2017-06-23,3128.2363,3799.6484,2438.300048828125
2017-06-30,3109.133,3783.9019,2423.409912109375
2017-06-30,3090.1465,3750.5327,2423.409912109375
2017-07-07,3092.4033,3744.6934,2425.179931640625
2017-07-07,3094.6619,3738.2278,2425.179931640625
2017-07-14,3138.1626,3729.7307,2459.27001953125
2017-07-14,3182.275,3776.6401,2459.27001953125
2017-07-21,3199.4463,3814.01,2472.5400390625
2017-07-21,3216.7102,3866.4062,2472.5400390625
2017-07-28,3216.138,3919.289,2472.10009765625
2017-07-28,3215.566,3934.8152,2472.10009765625
2017-08-04,3221.7185,3950.9016,2476.830078125
2017-08-04,3227.8826,3949.9631,2476.830078125
2017-08-11,3181.6047,3949.3,2441.320068359375
2017-08-11,3135.9905,3951.8372,2441.320068359375
2017-08-18,3115.7332,3951.6829,2425.550048828125
2017-08-18,3095.6067,3895.5261,2425.550048828125
2017-08-25,3117.941,3840.0251,2443.050048828125
2017-08-25,3140.4365,3826.156,2443.050048828125
2017-09-01,3183.4993,3805.3108,2476.550048828125
2017-09-01,3227.1526,3840.5608,2476.550048828125
2017-09-08,3207.4497,3864.7268,2461.429931640625
2017-09-08,3187.8674,3887.8745,2461.429931640625
2017-09-15,3238.1182,3886.0762,2500.22998046875
2017-09-15,3289.1614,3934.6602,2500.22998046875
2017-09-22,3291.7793,3978.2817,2502.219970703125
2017-09-22,3294.3994,3988.538,2502.219970703125
2017-09-29,3316.966,4013.8354,2519.360107421875
2017-09-29,3339.6873,4019.3452,2519.360107421875
2017-10-06,3379.4155,4042.5488,2549.330078125
2017-10-06,3419.617,4075.3582,2549.330078125
2017-10-13,3424.7676,4111.107,2553.169921875
2017-10-13,3429.9258,4149.96,2553.169921875
2017-10-20,3459.5344,4197.908,2575.2099609375
2017-10-20,3489.3984,4219.1978,2575.2099609375
2017-10-27,3497.339,4239.859,2581.070068359375
2017-10-27,3505.2976,4255.2827,2581.070068359375
2017-11-03,3514.4917,4258.7715,2587.840087890625
2017-11-03,3523.71,4298.673,2587.840087890625
2017-11-10,3516.1665,4327.6343,2582.300048828125
2017-11-10,3508.6392,4366.048,2582.300048828125
2017-11-17,3503.9517,4415.265,2578.85009765625
2017-11-17,3499.2705,4400.784,2578.85009765625
2017-11-24,3531.2527,4377.5317,2602.419921875
2017-11-24,3563.527,4386.4443,2602.419921875
2017-12-01,3618.0261,4386.1895,2642.219970703125
2017-12-01,3673.3582,4436.784,2642.219970703125
2017-12-08,3686.2598,4505.7974,2651.5
2017-12-08,3699.2068,4563.7925,2651.5
2017-12-15,3733.1228,4616.6504,2675.81005859375
2017-12-15,3767.3496,4674.2744,2675.81005859375
2017-12-22,3777.9514,4721.6963,2683.340087890625
2017-12-22,3788.583,4769.9546,2683.340087890625
2017-12-29,3774.8455,4805.2495,2673.610107421875
2017-12-29,3761.1577,4800.4,2673.610107421875
2018-01-05,3858.9841,4787.5273,2743.14990234375
2018-01-05,3959.3552,4845.2637,2743.14990234375
2018-01-12,4021.5498,4907.2065,2786.239990234375
2018-01-12,4084.7212,5010.2603,2786.239990234375
2018-01-19,4119.994,5131.651,2810.300048828125
2018-01-19,4155.572,5165.4834,2810.300048828125
2018-01-26,4248.0938,5192.413,2872.8701171875
2018-01-26,4342.6753,5280.942,2872.8701171875
2018-02-02,4175.279,5363.7935,2762.1298828125
2018-02-02,4014.3347,5281.6636,2762.1298828125
2018-02-09,3807.1167,5202.6123,2619.550048828125
2018-02-09,3610.5952,4994.3867,2619.550048828125
2018-02-16,3765.891,4802.4204,2732.219970703125
2018-02-16,3927.8667,4725.619,2732.219970703125
2018-02-23,3949.546,4646.999,2747.300048828125
2018-02-23,3971.3447,4783.056,2747.300048828125
2018-03-02,3890.3223,4912.5986,2691.25
2018-03-02,3810.9524,4901.5093,2691.25
2018-03-09,3945.9307,4896.7554,2786.570068359375
2018-03-09,4085.6897,4933.212,2786.570068359375
2018-03-16,4035.0173,4963.731,2752.010009765625
2018-03-16,3984.9739,4937.7397,2752.010009765625
2018-03-23,3747.86,4955.3677,2588.260009765625
2018-03-23,3524.8552,4780.5796,2588.260009765625
2018-03-30,3596.503,4598.217,2640.8701171875
2018-03-30,3669.607,4502.464,2640.8701171875
2018-04-06,3619.0273,4406.0986,2604.469970703125
2018-04-06,3569.145,4429.4307,2604.469970703125
2018-04-13,3640.1726,4505.3286,2656.300048828125
2018-04-13,3712.6135,4570.3115,2656.300048828125
2018-04-20,3731.957,4653.2437,2670.139892578125
2018-04-20,3751.4014,4803.25,2670.139892578125
2018-04-27,3751.0781,4958.153,2669.909912109375
2018-04-27,3750.7551,5033.119,2669.909912109375
2018-05-04,3741.6377,5069.6,2663.419921875
2018-05-04,3732.5425,5134.6245,2663.419921875
2018-05-11,3822.653,5176.504,2727.719970703125
2018-05-11,3914.9392,5292.5186,2727.719970703125
2018-05-18,3893.7695,5417.3066,2712.969970703125
2018-05-18,3872.714,5434.981,2712.969970703125
2018-05-25,3884.6482,5446.2915,2721.330078125
2018-05-25,3896.6184,5353.7344,2721.330078125
2018-06-01,3915.6487,5311.77,2734.6201171875
2018-06-01,3934.771,5401.525,2734.6201171875
2018-06-08,3998.6714,5457.8467,2779.030029296875
2018-06-08,4063.6094,5489.496,2779.030029296875
2018-06-15,4064.5303,5513.1777,2779.659912109375
2018-06-15,4065.4517,5563.111,2779.659912109375
2018-06-22,4029.2085,5599.2793,2754.8798828125
2018-06-22,3993.2893,5551.995,2754.8798828125
2018-06-29,3940.3672,5510.99,2718.3701171875
2018-06-29,3888.1465,5450.0166,2718.3701171875
2018-07-06,3947.433,5369.012,2759.820068359375
2018-07-06,4007.6238,5385.6934,2759.820068359375
2018-07-13,4067.873,5416.9727,2801.31005859375
2018-07-13,4129.028,5515.601,2801.31005859375
2018-07-20,4129.7944,5600.208,2801.830078125
2018-07-20,4130.561,5669.0225,2801.830078125
2018-07-27,4155.6084,5770.558,2818.820068359375
2018-07-27,4180.8076,5823.8335,2818.820068359375
2018-08-03,4212.74,5877.6924,2840.35009765625
2018-08-03,4244.917,5968.663,2840.35009765625
2018-08-10,4234.351,6025.095,2833.280029296875
2018-08-10,4223.8105,6050.1514,2833.280029296875
2018-08-17,4248.9307,6054.4546,2850.1298828125
2018-08-17,4274.1997,6106.3906,2850.1298828125
2018-08-24,4311.0312,6165.616,2874.68994140625
2018-08-24,4348.18,6242.462,2874.68994140625
2018-08-31,4388.7627,6310.3394,2901.52001953125
2018-08-31,4429.7236,6374.6406,2901.52001953125
2018-09-07,4384.1675,6442.25,2871.679931640625
2018-09-07,4339.079,6407.28,2871.679931640625
2018-09-14,4389.3955,6387.5576,2904.97998046875
2018-09-14,4440.295,6450.28,2904.97998046875
2018-09-21,4478.0337,6474.8086,2929.669921875
2018-09-21,4516.0933,6589.697,2929.669921875
2018-09-28,4491.907,6660.793,2913.97998046875
2018-09-28,4467.851,6675.6216,2913.97998046875
2018-10-05,4424.292,6681.3364,2885.570068359375
2018-10-05,4381.1567,6639.5684,2885.570068359375
2018-10-12,4201.3296,6611.767,2767.1298828125
2018-10-12,4028.883,6467.809,2767.1298828125
2018-10-19,4029.8296,6368.9224,2767.780029296875
2018-10-19,4030.7761,6226.8477,2767.780029296875
2018-10-26,3871.906,6030.2925,2658.68994140625
2018-10-26,3719.2976,5832.152,2658.68994140625
2018-11-02,3809.3462,5724.9614,2723.06005859375
2018-11-02,3901.5752,5660.303,2723.06005859375
2018-11-09,3984.605,5597.0557,2781.010009765625
2018-11-09,4069.4026,5676.304,2781.010009765625
2018-11-16,4003.9353,5733.2974,2736.27001953125
2018-11-16,3939.5215,5760.0386,2736.27001953125
2018-11-23,3790.2058,5766.179,2632.56005859375
2018-11-23,3646.5496,5654.3037,2632.56005859375
2018-11-30,3823.3113,5573.61,2760.169921875
2018-11-30,4008.641,5542.059,2760.169921875
2018-12-07,3824.0664,5606.811,2633.080078125
2018-12-07,3647.99,5602.8887,2633.080078125
2018-12-14,3602.09,5594.7783,2599.949951171875
2018-12-14,3556.7676,5665.1396,2599.949951171875
2018-12-21,3305.9697,5588.0293,2416.6201171875
2018-12-21,3072.8567,5368.884,2416.6201171875
2018-12-28,3160.746,5142.469,2485.739990234375
2018-12-28,3251.1494,5009.935,2485.739990234375
2019-01-04,3311.5752,4888.327,2531.93994140625
2019-01-04,3373.124,5006.9683,2531.93994140625
2019-01-11,3458.813,5082.279,2596.260009765625
2019-01-11,3546.6792,5257.408,2596.260009765625
2019-01-18,3648.383,5462.848,2670.7099609375
2019-01-18,3753.0034,5637.567,2670.7099609375
2019-01-25,3744.6423,5806.853,2664.760009765625
2019-01-25,3736.2998,5903.142,2664.760009765625
2019-02-01,3794.866,6025.868,2706.530029296875
2019-02-01,3854.3503,6106.2383,2706.530029296875
2019-02-08,3856.2727,6070.276,2707.8798828125
2019-02-08,3858.1958,6114.049,2707.8798828125
2019-02-15,3954.6836,6157.007,2775.60009765625
2019-02-15,4053.585,6208.057,2775.60009765625
2019-02-22,4078.5142,6208.583,2792.669921875
2019-02-22,4103.5967,6323.21,2792.669921875
2019-03-01,4119.7896,6434.737,2803.68994140625
2019-03-01,4136.0464,6465.991,2803.68994140625
2019-03-08,4046.619,6480.7383,2743.070068359375
2019-03-08,3959.1255,6416.9146,2743.070068359375
2019-03-15,4073.7393,6391.3164,2822.47998046875
2019-03-15,4191.671,6387.251,2822.47998046875
2019-03-22,4159.3403,6420.358,2800.7099609375
2019-03-22,4127.259,6465.965,2800.7099609375
2019-03-29,4176.906,6512.822,2834.39990234375
2019-03-29,4227.15,6560.212,2834.39990234375
2019-04-05,4314.157,6585.4126,2892.739990234375
2019-04-05,4402.9546,6706.295,2892.739990234375
2019-04-12,4425.283,6816.755,2907.409912109375
2019-04-12,4447.725,6936.14,2907.409912109375
2019-04-19,4444.0845,7054.983,2905.030029296875
2019-04-19,4440.4463,7026.424,2905.030029296875
2019-04-26,4493.716,7010.723,2939.8798828125
2019-04-26,4547.624,7056.592,2939.8798828125
2019-05-03,4556.534,7110.8423,2945.639892578125
2019-05-03,4565.4614,7148.2383,2945.639892578125
2019-05-10,4465.8955,7185.1978,2881.39990234375
2019-05-10,4368.501,7128.423,2881.39990234375
2019-05-17,4335.344,7072.714,2859.530029296875
2019-05-17,4302.4385,6974.0845,2859.530029296875
2019-05-24,4252.0796,6873.194,2826.06005859375
2019-05-24,4202.3105,6806.631,2826.06005859375
2019-05-31,4092.2737,6726.688,2752.06005859375
2019-05-31,3985.118,6614.3345,2752.06005859375
2019-06-07,4160.737,6502.3623,2873.340087890625
2019-06-07,4344.0957,6544.9097,2873.340087890625
2019-06-14,4364.7173,6587.7285,2886.97998046875
2019-06-14,4385.437,6773.087,2886.97998046875
2019-06-21,4481.8657,6918.787,2950.4599609375
