window,start_date,end_date,rmse,r2,directional_accuracy
510,2024-03-08,2024-03-08,0.014338806,,0.0
511,2024-03-15,2024-03-15,0.007555914,,0.0
512,2024-03-22,2024-03-22,0.01919059,,1.0
513,2024-03-29,2024-03-29,0.013413476,,1.0
514,2024-04-05,2024-04-05,0.019537251,,0.0
515,2024-04-12,2024-04-12,0.0072387336,,1.0
516,2024-04-19,2024-04-19,0.017869808,,1.0
517,2024-04-26,2024-04-26,0.05316913,,0.0
518,2024-05-03,2024-05-03,0.013978449,,0.0
519,2024-05-10,2024-05-10,0.009025884,,1.0
520,2024-05-17,2024-05-17,0.005302393,,1.0
521,2024-05-24,2024-05-24,0.015657349,,1.0
522,2024-05-31,2024-05-31,0.004287444,,1.0
523,2024-06-07,2024-06-07,0.013253168,,0.0
524,2024-06-14,2024-06-14,0.0063080816,,1.0
525,2024-06-21,2024-06-21,0.007519872,,1.0
526,2024-06-28,2024-06-28,0.011023296,,0.0
527,2024-07-05,2024-07-05,0.01769843,,0.0
528,2024-07-12,2024-07-12,0.00039558858,,1.0
529,2024-07-19,2024-07-19,0.03187731,,0.0
530,2024-07-26,2024-07-26,0.0030794991,,1.0
531,2024-08-02,2024-08-02,0.007365603,,1.0
532,2024-08-09,2024-08-09,0.012036361,,1.0
533,2024-08-16,2024-08-16,0.052583084,,0.0
534,2024-08-23,2024-08-23,0.009127241,,1.0
535,2024-08-30,2024-08-30,0.022170156,,1.0
536,2024-09-06,2024-09-06,0.042649347,,0.0
537,2024-09-13,2024-09-13,0.04757776,,0.0
538,2024-09-20,2024-09-20,0.010255389,,1.0
539,2024-09-27,2024-09-27,0.011769036,,1.0
540,2024-10-04,2024-10-04,0.0030764581,,1.0
541,2024-10-11,2024-10-11,0.0063290643,,1.0
542,2024-10-18,2024-10-18,0.0024169562,,1.0
543,2024-10-25,2024-10-25,0.017905392,,0.0
544,2024-11-01,2024-11-01,0.009571051,,1.0
545,2024-11-08,2024-11-08,0.06022063,,0.0
546,2024-11-15,2024-11-15,0.02351143,,0.0
547,2024-11-22,2024-11-22,0.0034374306,,1.0
548,2024-11-29,2024-11-29,0.013035205,,1.0
549,2024-12-06,2024-12-06,0.0033680229,,1.0
550,2024-12-13,2024-12-13,0.020229802,,0.0
551,2024-12-20,2024-12-20,0.020004127,,1.0
552,2024-12-27,2024-12-27,0.035281707,,0.0
553,2025-01-03,2025-01-03,0.015209788,,1.0
554,2025-01-10,2025-01-10,0.0066187694,,1.0
555,2025-01-17,2025-01-17,0.04262671,,0.0
556,2025-01-24,2025-01-24,0.023416745,,1.0
557,2025-01-31,2025-01-31,0.02828804,,0.0
558,2025-02-07,2025-02-07,0.008147265,,0.0
559,2025-02-14,2025-02-14,0.024499677,,0.0
560,2025-02-21,2025-02-21,0.023406647,,0.0
561,2025-02-28,2025-02-28,0.0019195275,,1.0
562,2025-03-07,2025-03-07,0.016158175,,1.0
563,2025-03-14,2025-03-14,0.0034433827,,1.0
564,2025-03-21,2025-03-21,0.03935861,,0.0
565,2025-03-28,2025-03-28,0.0012051882,,1.0
566,2025-04-04,2025-04-04,0.09105644,,1.0
567,2025-04-11,2025-04-11,0.079096146,,0.0
568,2025-04-18,2025-04-18,0.023144107,,0.0
569,2025-04-25,2025-04-25,0.045428097,,0.0
570,2025-05-02,2025-05-02,0.012681343,,1.0
571,2025-05-09,2025-05-09,0.035671473,,0.0
572,2025-05-16,2025-05-16,0.03510096,,1.0
573,2025-05-23,2025-05-23,0.049838357,,0.0
574,2025-05-30,2025-05-30,0.00082128216,,1.0
575,2025-06-06,2025-06-06,0.019955117,,0.0
576,2025-06-13,2025-06-13,0.015067821,,0.0
577,2025-06-20,2025-06-20,0.01680424,,0.0
578,2025-06-27,2025-06-27,0.043889202,,0.0
579,2025-07-04,2025-07-04,0.016579293,,1.0
580,2025-07-11,2025-07-11,0.024629045,,0.0
581,2025-07-18,2025-07-18,0.0014794203,,1.0
582,2025-07-25,2025-07-25,0.017188946,,0.0
583,2025-08-01,2025-08-01,0.035299774,,0.0
584,2025-08-08,2025-08-08,0.028500954,,0.0
585,2025-08-15,2025-08-15,0.009088947,,1.0
586,2025-08-22,2025-08-22,0.012964567,,1.0
587,2025-08-29,2025-08-29,0.0034768907,,0.0
588,2025-09-05,2025-09-05,0.004031008,,0.0
589,2025-09-12,2025-09-12,0.018297434,,0.0
590,2025-09-19,2025-09-19,0.0046124654,,1.0
591,2025-09-26,2025-09-26,0.01590717,,0.0
592,2025-10-03,2025-10-03,0.008594696,,1.0
593,2025-10-10,2025-10-10,0.027731625,,0.0
594,2025-10-17,2025-10-17,0.027388815,,0.0
595,2025-10-24,2025-10-24,0.024292883,,0.0
596,2025-10-31,2025-10-31,0.0020298553,,1.0
597,2025-11-07,2025-11-07,0.029171243,,0.0
598,2025-11-14,2025-11-14,0.005783151,,0.0
