window,start_date,end_date,rmse,r2,directional_accuracy
228,2019-02-15,2019-02-15,0.025034308137906136,,0.0
229,2019-02-22,2019-02-22,0.018827989394967774,,0.0
230,2019-03-01,2019-03-01,0.005564282409681601,,0.0
231,2019-03-08,2019-03-08,0.020956781460129737,,1.0
232,2019-03-15,2019-03-15,0.026355229912636162,,1.0
233,2019-03-22,2019-03-22,0.0055963839754590485,,1.0
234,2019-03-29,2019-03-29,0.007623298800221061,,1.0
235,2019-04-05,2019-04-05,0.0349432505093178,,0.0
236,2019-04-12,2019-04-12,0.0016126743827104065,,1.0
237,2019-04-19,2019-04-19,0.007194055229486646,,0.0
238,2019-04-26,2019-04-26,0.005713043339663562,,1.0
239,2019-05-03,2019-05-03,0.0012937064312954771,,1.0
240,2019-05-10,2019-05-10,0.028702489051512244,,0.0
241,2019-05-17,2019-05-17,0.00780914359151717,,0.0
242,2019-05-24,2019-05-24,0.019275513829345364,,0.0
243,2019-05-31,2019-05-31,0.029568329481260803,,0.0
244,2019-06-07,2019-06-07,0.0415165639563208,,1.0
245,2019-06-14,2019-06-14,0.0009893161463110029,,1.0
246,2019-06-21,2019-06-21,0.022067742157058413,,0.0
247,2019-06-28,2019-06-28,0.00699494310316566,,0.0
248,2019-07-05,2019-07-05,0.017709637355848636,,1.0
249,2019-07-12,2019-07-12,0.003963370853370731,,1.0
250,2019-07-19,2019-07-19,0.013511446500442718,,0.0
251,2019-07-26,2019-07-26,0.014391594603625737,,1.0
252,2019-08-02,2019-08-02,0.03461391314453782,,0.0
253,2019-08-09,2019-08-09,0.008957069718850338,,0.0
254,2019-08-16,2019-08-16,0.011079435467954764,,0.0
255,2019-08-23,2019-08-23,0.018778351678683313,,0.0
256,2019-08-30,2019-08-30,0.028668147712146666,,0.0
257,2019-09-06,2019-09-06,0.014748947427981881,,1.0
258,2019-09-13,2019-09-13,0.0060075978325238935,,1.0
259,2019-09-20,2019-09-20,0.006801257742933938,,0.0
260,2019-09-27,2019-09-27,0.011272035850354415,,0.0
261,2019-10-04,2019-10-04,0.007432652863987647,,0.0
262,2019-10-11,2019-10-11,0.0031771908063369797,,1.0
263,2019-10-18,2019-10-18,0.0004222578759425222,,1.0
264,2019-10-25,2019-10-25,0.009548965422502158,,1.0
265,2019-11-01,2019-11-01,0.013270356293464097,,1.0
266,2019-11-08,2019-11-08,0.004364160782354954,,1.0
267,2019-11-15,2019-11-15,0.007384919097041833,,1.0
268,2019-11-22,2019-11-22,0.006584700990215055,,0.0
269,2019-11-29,2019-11-29,0.00728238962964102,,1.0
270,2019-12-06,2019-12-06,0.0008098588629241489,,1.0
271,2019-12-13,2019-12-13,0.002695678390738851,,1.0
272,2019-12-20,2019-12-20,0.012916298733638493,,1.0
273,2019-12-27,2019-12-27,0.003126168920680586,,1.0
274,2020-01-03,2020-01-03,0.01396176549022423,,0.0
275,2020-01-10,2020-01-10,0.003441971056842366,,1.0
276,2020-01-17,2020-01-17,0.01060227593758778,,1.0
277,2020-01-24,2020-01-24,0.012903800440570209,,0.0
278,2020-01-31,2020-01-31,0.027679732310914036,,0.0
279,2020-02-07,2020-02-07,0.024734548602623703,,1.0
280,2020-02-14,2020-02-14,0.011993446027806425,,1.0
281,2020-02-21,2020-02-21,0.015162751250963367,,0.0
282,2020-02-28,2020-02-28,0.12660423918594296,,0.0
283,2020-03-06,2020-03-06,0.0005754261279286958,,1.0
284,2020-03-13,2020-03-13,0.09652373440323035,,0.0
285,2020-03-20,2020-03-20,0.16697664376764523,,0.0
286,2020-03-27,2020-03-27,0.09336995261271079,,1.0
287,2020-04-03,2020-04-03,0.024230133829612907,,0.0
288,2020-04-10,2020-04-10,0.09483018472980831,,1.0
289,2020-04-17,2020-04-17,0.02498996458333056,,1.0
290,2020-04-24,2020-04-24,0.018131861471717078,,0.0
291,2020-05-01,2020-05-01,0.007589806600187793,,0.0
292,2020-05-08,2020-05-08,0.03086243538539292,,1.0
293,2020-05-15,2020-05-15,0.025690366336771533,,0.0
294,2020-05-22,2020-05-22,0.027390365481219835,,1.0
295,2020-05-29,2020-05-29,0.02872656358828734,,1.0
296,2020-06-05,2020-06-05,0.04283803412458329,,1.0
297,2020-06-12,2020-06-12,0.053582938810326906,,0.0
298,2020-06-19,2020-06-19,0.012238379473127878,,1.0
299,2020-06-26,2020-06-26,0.033147507906957745,,0.0
300,2020-07-03,2020-07-03,0.00516290746637512,,1.0
301,2020-07-10,2020-07-10,0.012625848635255121,,1.0
302,2020-07-17,2020-07-17,0.0036204160742810063,,1.0
303,2020-07-24,2020-07-24,0.007528234040553916,,0.0
304,2020-07-31,2020-07-31,0.004482057243554119,,1.0
305,2020-08-07,2020-08-07,0.006020466654312759,,1.0
306,2020-08-14,2020-08-14,0.0003486981586406923,,1.0
307,2020-08-21,2020-08-21,0.01002159764102798,,1.0
308,2020-08-28,2020-08-28,0.024957217315979108,,1.0
309,2020-09-04,2020-09-04,0.039867673418345184,,0.0
310,2020-09-11,2020-09-11,0.04326070981498544,,0.0
311,2020-09-18,2020-09-18,0.017954590306640685,,0.0
312,2020-09-25,2020-09-25,0.016155816010188492,,0.0
313,2020-10-02,2020-10-02,0.003266477685324287,,1.0
