date,y_true,y_pred_mean,y_pred_p10,y_pred_p50,y_pred_p90,y_pred_lin,y_pred_xgb,y_pred_rf,signal,pnl,cum_pnl,hit
2014-05-30,0.016289389,0.0012687116,0.0005626127123832,0.0013440288603305,0.0018579609692096,-0.006003588200913,-0.010014645,-0.0059652196091128,1,0.016289389,0.016289389,True
2014-06-06,0.013359315,0.00393148,0.0024886764585971,0.0037935562431812,0.0054842874407768,-0.0064111469240102,0.00047793024,-0.0033907663218406,1,0.013359315,0.029648704,True
2014-06-13,-0.006835474,0.010542349,0.0086694329977035,0.0111966095864772,0.0119491726160049,-0.0008147546687988,-0.0024685015,-0.0053017421426182,1,-0.006835474,0.02281323,False
2014-06-20,0.0137010375,0.0012836099,-0.0030238293111324,0.0020556785166263,0.0055405341088771,-0.0039488277702741,-0.0108622825,-0.0071341384446453,1,0.0137010375,0.0365142675,True
2014-06-27,-0.00097355613,0.005993026,0.0030308075249195,0.0064832121133804,0.0086743935942649,-0.0007741152114627,-0.012826679,-0.0051424893825085,1,-0.00097355613,0.035540711370000005,False
2014-07-04,0.014315438,0.0100445,0.0043937250971794,0.0091004595160484,0.0165976293385028,-0.0066786872708055,-0.014836963,-0.0083532862771102,1,0.014315438,0.049856149370000005,True
2014-07-11,-0.009041271,0.0032629198,0.0022634156048297,0.0037549398839473,0.003932686895132,-0.0002667430332346,-0.025159737,-0.0042608177862975,1,-0.009041271,0.04081487837,False
2014-07-18,0.005398184,0.0035496876,0.0011625304818153,0.0036732442677021,0.0057898454368114,-0.0050647656363854,-0.022528635,-0.0172038401936486,1,0.005398184,0.04621306237,True
2014-07-25,6.0656286e-05,-0.0055786436,-0.0073885209858417,-0.0059220120310783,-0.0035242162644863,-0.0065697879157326,-0.03324852,-0.0171319948749792,-1,-6.0656286e-05,0.046152406084,False
2014-08-01,-0.027254192,0.0046598767,-0.0028189033269882,0.0063012801110744,0.0106580223888158,0.0013284820524967,-0.02036657,-0.0195114331575021,1,-0.027254192,0.018898214084,False
2014-08-08,0.0033395807,-0.02280802,-0.031329982727766,-0.0212565548717975,-0.015005288273096,-0.0044935265731354,-0.03488323,-0.016973834724183,-1,-0.0033395807,0.015558633384,False
2014-08-15,0.012077433,-0.022682343,-0.0266434833407402,-0.0231139957904815,-0.0183825150132179,-0.002184594314056,-0.014007235,-0.0060055728299555,-1,-0.012077433,0.0034812003840000005,False
2014-08-22,0.016909394,0.008043092,0.0025600723922252,0.006731916218996,0.0148353695869445,-0.0077800132431504,-0.027413752,-0.0072888810346724,1,0.016909394,0.020390594384000003,True
2014-08-29,0.0075004525,0.0135205295,0.0112215854227542,0.0136722978204488,0.015592573583126,0.0051701707811772,-0.029132955,-0.0070212827705584,1,0.0075004525,0.027891046884000004,True
2014-09-05,0.0054789037,0.0078156525,0.0060563378036022,0.0061972178518772,0.0105942822992801,0.0018464125711575,-0.012655284,-0.0037898410552509,1,0.0054789037,0.033369950584000004,True
2014-09-12,-0.011103813,0.008441387,0.0044065184891223,0.0075534842908382,0.0127543456852436,-0.0021486031532599,-0.023433143,-0.0054024235702633,1,-0.011103813,0.022266137584000003,False
2014-09-19,0.0124427825,-0.0019429966,-0.008332884311676,-0.0044976286590099,0.0057966575026512,-0.0048905442834642,-0.022930901,-0.0054156982295937,-1,-0.0124427825,0.009823355084000004,False
2014-09-26,-0.013798528,-0.0014986709,-0.0081557460129261,-0.0024776645004749,0.0058206245303153,0.0012812815242774,-0.02899485,-0.0051130223749645,-1,0.013798528,0.023621883084000005,True
2014-10-03,-0.0075681945,0.0015033319,-0.0021316848695278,0.0022137984633445,0.004530593752861,-0.0093809896947871,-0.028126227,-0.0078179793336003,1,-0.0075681945,0.016053688584000005,False
2014-10-10,-0.031891987,-0.0052212193,-0.0089115306735038,-0.0040401592850685,-0.002187967300415,0.0028747086697799,-0.02455273,-0.0037629529333603,-1,0.031891987,0.047945675584,True
2014-10-17,-0.010213934,-0.016314805,-0.017045459896326,-0.0163779407739639,-0.0155624702572822,-0.0125197808340602,-0.021015275,-0.0053151330794201,-1,0.010213934,0.058159609584,True
2014-10-24,0.04041738,-0.01304549,-0.0154576189815998,-0.0135974772274494,-0.0104797221720218,0.0026897745466386,-0.026974779,-0.0060487819163338,-1,-0.04041738,0.017742229584,False
2014-10-31,0.026853263,0.016209025,0.01154525578022,0.013041365891695,0.0228403858840465,-0.0001858769591576,-0.01810907,-0.0039733896148457,1,0.026853263,0.044595492584,True
2014-11-07,0.0068494575,0.035061903,0.021976139396429,0.0403610467910766,0.0442963629961013,0.0032344062079968,-0.024371104,-0.0113900060596983,1,0.0068494575,0.051444950084000005,True
2014-11-14,0.0038803618,0.01990207,0.0133435983210802,0.0165773816406726,0.0288339465856552,0.0028384061241982,-0.014546447,-0.0045986056436992,1,0.0038803618,0.05532531188400001,True
2014-11-21,0.011542028,0.0024458915,-0.0005279667675495,0.0026103965938091,0.0053154088556766,-0.0029932906041355,-0.023340533,-0.0056476397965067,1,0.011542028,0.06686733988400001,True
2014-11-28,0.007188839,0.009291852,0.0067736454308032,0.007738921791315,0.0124818168580532,-0.0023526977347122,-0.017897429,-0.0052101846319756,1,0.007188839,0.07405617888400001,True
2014-12-05,0.0037703111,0.008778203,0.0045528449118137,0.0065270587801933,0.0151402227580547,-0.0003647702032602,-0.023726653,-0.0084932291378234,1,0.0037703111,0.07782648998400002,True
2014-12-12,-0.035828028,0.007995074,0.0051499113440513,0.0088997688144445,0.0105144530534744,-0.0014798142048689,-0.027875248,-0.0066716350912009,1,-0.035828028,0.04199846198400002,False
2014-12-19,0.03355104,-0.017918583,-0.019964437931776,-0.0175739601254463,-0.0160296350717544,0.0067570978956809,-0.020081535,-0.0063819663557289,-1,-0.03355104,0.008447421984000024,False
2014-12-26,0.013272502,0.011233324,0.0018444396555423,0.0128316283226013,0.0199055630713701,-0.0031242119151752,-0.027521862,-0.0087424756806517,1,0.013272502,0.021719923984000022,True
2015-01-02,-0.011439485,0.035622917,0.0313756138086318,0.0326788052916526,0.041471017897129,0.0087665067473501,-0.03431928,-0.0115517478645216,1,-0.011439485,0.010280438984000023,False
2015-01-09,-0.0065268865,-0.00096108916,-0.0032680749893188,-0.0001163147389888,0.0006433084607124,0.0038460102249602,-0.028465094,-0.0080240971446405,-1,0.0065268865,0.016807325484000022,True
2015-01-16,-0.012494541,-0.010729723,-0.0124892443418502,-0.0115329325199127,-0.0083598613739013,0.009881013488535,-0.0028473043,0.000490016718553,-1,0.012494541,0.029301866484000023,True
2015-01-23,0.029251767,-0.013925185,-0.016876321285963,-0.0146714746952056,-0.0105551414191722,-0.0008851022356641,-0.013055481,-0.0040369691304455,-1,-0.029251767,5.009948400002198e-05,False
2015-01-30,-0.028088205,0.010601947,0.0068009857088327,0.0111188124865293,0.0145558293908834,0.0140025874114463,-0.01091874,-0.0033394352500846,1,-0.028088205,-0.02803810551599998,False
2015-02-06,0.029865485,-0.012280405,-0.0178351610898971,-0.0118709802627563,-0.0068557262420654,0.0043928358412511,-0.020302173,-0.0068871682780283,-1,-0.029865485,-0.057903590515999984,False
2015-02-13,0.019998461,0.00013553872,-0.003595607727766,-0.0007487162947654,0.0041809618473052,0.014881953976159,-0.007545224,-0.0040368785690205,1,0.019998461,-0.03790512951599999,True
2015-02-20,0.010393621,0.028804079,0.0254902340471744,0.0287773236632347,0.0324163533747196,0.0066612732255071,-0.019072495,-0.0076717034795002,1,0.010393621,-0.02751150851599999,True
2015-02-27,-0.0027522314,0.016613971,0.0148744374513626,0.0163909494876861,0.018286769837141,0.0023223952806241,-0.027036186,-0.0084028993194133,1,-0.0027522314,-0.03026373991599999,False
2015-03-06,-0.015920786,-2.4805962e-05,-0.0011837877333164,-0.0009170286357402,0.001698949933052,0.0014798351884362,-0.023642614,-0.0037870732355621,-1,0.015920786,-0.01434295391599999,True
2015-03-13,-0.008660214,-0.009336286,-0.0104803510010242,-0.0102320872247219,-0.0077366106212139,0.0049557177197734,-0.015179024,-0.0044613870823228,-1,0.008660214,-0.00568273991599999,True
2015-03-20,0.026290206,-0.013251397,-0.0156578578054904,-0.0124342292547225,-0.0112705715000629,0.0050617709918119,-0.010289128,-0.0047184981045808,-1,-0.026290206,-0.03197294591599999,False
2015-03-27,-0.022586098,0.017093137,0.0141436573117971,0.0171912424266338,0.0196935400366783,0.0007388484590737,-0.035866,-0.0063581550957281,1,-0.022586098,-0.054559043915999986,False
2015-04-03,0.0052436553,0.001639875,-0.0024088777601718,0.0030157640576362,0.0049126118421554,0.009298968301493,-0.031457968,-0.0084130341665889,1,0.0052436553,-0.04931538861599999,True
2015-04-10,0.016838934,-0.012903413,-0.0211964726448059,-0.0117900036275386,-0.004743292927742,0.0075553918991347,-0.020565579,-0.0034671417047971,-1,-0.016838934,-0.06615432261599999,False
2015-04-17,-0.009982836,0.034993935,0.0281191349029541,0.032212134450674,0.0430511549115181,0.0015378547186392,-0.018716274,-0.0047447890266472,1,-0.009982836,-0.07613715861599998,False
2015-04-24,0.017390836,2.9245391e-05,-0.0136132046580314,0.0022543109953403,0.0122077770531177,0.0059149485676063,-0.026672628,-0.0078597625152491,1,0.017390836,-0.058746322615999984,True
2015-05-01,-0.004448633,-0.0004010916,-0.0033813811838626,-0.000504907220602,0.0022839672863483,0.0066602607216957,-0.015130045,-0.0012731372978334,-1,0.004448633,-0.05429768961599998,True
2015-05-08,0.0036976072,0.003050259,-0.0019210509955883,0.0037866830825805,0.0075113449245691,0.003543661125578,-0.025047103,-0.0074829564804759,1,0.0036976072,-0.05060008241599998,True
2015-05-15,0.0031281689,-0.0066121444,-0.0083974935114383,-0.0073357336223125,-0.0039257854223251,0.0057401065274019,-0.025301086,-0.0050450654026517,-1,-0.0031281689,-0.05372825131599998,False
2015-05-22,0.0015675422,-0.0001518026,-0.0048123888671398,0.0003417693078517,0.0041108131408691,0.0026230097057692,-0.016452894,-0.0047578352757371,-1,-0.0015675422,-0.05529579351599998,False
2015-05-29,-0.01105675,-0.0014489703,-0.0062062554061412,-0.0003238059580326,0.0031205415725708,-0.001081221621827,-0.02406969,-0.0065609808103483,-1,0.01105675,-0.044239043515999985,True
2015-06-05,-0.0069329096,-0.010939679,-0.0125435136258602,-0.0114006288349628,-0.0088042430579662,0.0047096560588921,-0.013712172,-0.0057427616341685,-1,0.0069329096,-0.03730613391599998,True
2015-06-12,0.00061143906,-0.013046178,-0.0150704473257064,-0.0137102156877517,-0.0105681307613849,0.0040453395075244,-0.021530904,-0.0051491172113044,-1,-0.00061143906,-0.037917572975999986,False
2015-06-19,0.00755451,0.0010670088,-0.0037340231239795,0.0009732507169246,0.0060569897294044,0.0052642451046755,-0.016147902,-0.0052657761418559,1,0.00755451,-0.030363062975999985,True
2015-06-26,-0.0040365914,0.0058205165,0.0032709144055843,0.0066172257065773,0.0080292057245969,-0.0018594898721609,-0.024404718,-0.0051893081822671,1,-0.0040365914,-0.03439965437599998,False
2015-07-03,-0.012218136,-0.002836362,-0.0100637145340442,-0.0023374930024147,0.0045390006154775,0.0048070754762053,-0.02762286,-0.0064153315788183,-1,0.012218136,-0.022181518375999985,True
2015-07-10,-7.700299e-05,-0.0050736344,-0.0083327695727348,-0.0051233619451522,-0.0014850750565528,0.0015201197826709,-0.020944247,-0.0050919381189485,-1,7.700299e-05,-0.022104515385999987,True
2015-07-17,0.023801591,-0.0060223676,-0.0083903439342975,-0.0060575790703296,-0.0032385930418968,-0.0010728780919991,-0.017534085,-0.0046848979348028,-1,-0.023801591,-0.045906106385999984,False
2015-07-24,-0.022343656,0.013418868,0.0117569804191589,0.0135134328156709,0.0149288360029459,0.0022988685588865,-0.033106208,-0.005308898769399,1,-0.022343656,-0.06824976238599999,False
2015-07-31,0.011564725,-0.0028129318,-0.0047985382378101,-0.0042785443365573,0.0002601958811283,0.0031612181626715,-0.025887193,-0.0079509546873039,-1,-0.011564725,-0.07981448738599999,False
2015-08-07,-0.012565314,-0.005690878,-0.0088491648435592,-0.0050402134656906,-0.0028029814362525,0.0078461671132124,-0.024884133,-0.0044020750223488,-1,0.012565314,-0.06724917338599999,True
