date,cum_true,cum_pred
2016-08-05,2246.3199522335153,2060.75754498848
2016-08-12,2247.534181030217,2076.585796312353
2016-08-19,2247.3490192949675,2090.4568048059873
2016-08-26,2232.087873139541,2111.5564001754497
2016-09-02,2243.3458072923313,2118.4031859207616
2016-09-09,2198.858302891439,2114.6166232975015
2016-09-16,2210.587131108156,2108.8610826166146
2016-09-23,2236.9696170984735,2110.000307636541
2016-09-30,2240.669235134186,2123.7546091440927
2016-10-07,2225.654043216679,2116.28672957718
2016-10-14,2204.200848958745,2109.3519210504683
2016-10-21,2212.6539109026953,2102.643418565708
2016-10-28,2197.4114033174146,2099.7077630373824
2016-11-04,2154.8047425175355,2089.2769800965766
2016-11-11,2236.7216097492383,2080.635412805407
2016-11-18,2254.7542201441993,2083.3674161268577
2016-11-25,2281.7953326972856,2093.2742788785768
2016-12-02,2259.7334113127213,2100.5026318440728
2016-12-09,2329.403321828933,2103.301064666286
2016-12-16,2327.8982132912233,2119.7483315142663
2016-12-23,2333.795067543191,2136.997588931671
2016-12-30,2310.952288991664,2143.75656279017
2017-01-06,2339.4325568745217,2146.7418209341804
2017-01-13,2337.0282856850567,2164.2310054859336
2017-01-20,2337.923921970575,2166.918492933317
2017-01-27,2361.989500827287,2186.915995209403
2017-02-03,2364.799547279249,2200.045354838114
2017-02-10,2384.027580958716,2203.0937186423516
2017-02-17,2420.1156428542454,2211.381808570139
2017-02-24,2440.8606153600613,2226.2163243621076
2017-03-03,2457.130711924056,2246.857654102077
2017-03-10,2446.283980855333,2262.5750648758994
2017-03-17,2452.1093475545854,2269.3867149997004
2017-03-24,2416.775031539684,2275.233843306768
2017-03-31,2436.0970131533804,2275.2600882543525
2017-04-07,2428.694100826583,2283.504661159985
2017-04-14,2399.2920575768485,2289.501973688961
2017-04-21,2419.628260075956,2281.841448350779
2017-04-28,2456.210791672761,2273.3676145230233
2017-05-05,2471.756651080774,2267.034641725789
2017-05-12,2463.113104275752,2273.8312526019067
2017-05-19,2453.666220152898,2277.6376729408857
2017-05-26,2488.785942871671,2282.8884604315954
2017-06-02,2513.518502644829,2296.441087704324
2017-06-09,2505.9956319365365,2313.9655230551666
2017-06-16,2507.4176333537207,2326.1014676347613
2017-06-23,2512.724979360063,2352.6376438575153
2017-06-30,2497.3803472909167,2358.1432166787445
2017-07-07,2503.036253340685,2356.563654270385
2017-07-14,2538.220744555659,2365.0069991849955
2017-07-21,2551.916775833502,2374.031237863234
2017-07-28,2551.4627108357977,2384.644348573366
2017-08-04,2556.3445392896015,2387.1551389618703
2017-08-11,2519.694539545701,2421.6785453864463
2017-08-18,2503.4182503494167,2435.830349903643
2017-08-25,2521.4800589868028,2449.9628827055512
2017-09-01,2556.055520999781,2462.3317196370194
2017-09-08,2545.4865428680464,2488.4829817275386
2017-09-15,2585.611594801781,2485.30989180621
2017-09-22,2587.669542225371,2494.7696278808044
2017-09-29,2605.395006831102,2510.855253183698
2017-10-06,2636.388438393293,2521.716540313931
2017-10-13,2640.359410704349,2537.966167247924
2017-10-20,2663.1521055260114,2557.3126118893456
2017-10-27,2669.2123327013,2573.3028165014716
2017-11-03,2676.2135451429344,2586.006269444213
2017-11-10,2670.4843165002126,2601.80759451035
2017-11-17,2666.9165511699853,2608.4010467220796
2017-11-24,2684.224041490434,2614.277256388955
2017-12-01,2725.2751612155403,2618.130812784885
2017-12-08,2734.846897717267,2629.607324913257
2017-12-15,2759.921116687452,2638.358147663386
2017-12-22,2767.687844375309,2648.3211701097116
2017-12-29,2756.3885496883354,2652.6094346456143
2018-01-05,2813.423008272884,2661.845448374983
2018-01-12,2857.6169647935117,2679.688121632505
2018-01-19,2901.747722544062,2704.562468982339
2018-01-26,2966.353831371606,2740.077082286903
2018-02-02,2852.010095693522,2779.502684482382
2018-02-09,2704.790695500579,2803.103631749545
2018-02-16,2821.126920746443,2810.817235006719
2018-02-23,2837.7571277472684,2833.826753685752
2018-03-02,2779.861583653475,2871.9633329499593
2018-03-09,2878.3201433427425,2877.26310981469
2018-03-16,2842.6221669299534,2924.6524737320633
2018-03-23,2673.4805610618587,2933.2854869787384
2018-03-30,2670.6289613252993,2906.5661592805604
2018-04-06,2633.8186352973516,2885.0144061845417
2018-04-13,2686.232764365291,2875.9862123940625
2018-04-20,2700.228563863767,2842.2659871290507
2018-04-27,2699.9959918394475,2835.2239606518815
2018-05-04,2693.4328687612683,2827.54188977266
2018-05-11,2758.4574881873623,2810.3146777094016
2018-05-18,2743.541277333537,2791.5837179425353
2018-05-25,2751.9955916687827,2812.4924225593045
2018-06-01,2758.916649855313,2820.427507109011
2018-06-08,2803.721134569417,2834.8897760558657
2018-06-15,2804.3566137845896,2860.1958792243768
2018-06-22,2779.3564176679643,2870.385053416705
2018-06-29,2742.5222700077525,2873.50782443654
2018-07-06,2786.452149066346,2863.205921550652
2018-07-13,2828.3425153830494,2866.8277120221555
2018-07-20,2828.86755304304,2875.2502433474247
2018-07-27,2846.021495827004,2882.8399269343313
2018-08-03,2867.7592888179825,2895.953683201055
2018-08-10,2860.6209945828655,2909.3723511388534
2018-08-17,2877.6334475060476,2915.0284972472646
2018-08-24,2902.4305095987856,2924.6460406735573
2018-08-31,2929.519495103922,2941.0004824826037
2018-09-07,2899.7813532971436,2955.953493144352
2018-09-14,2933.4072672281113,2958.6753699629676
2018-09-21,2958.338818212382,2970.824038660469
2018-09-28,2942.495339327855,2985.286052169701
2018-10-05,2913.807415623195,2999.413093790295
2018-10-12,2794.2082121687286,3007.7960574096173
2018-10-19,2794.86472079689,2999.5548862972914
2018-10-26,2684.707101391213,2983.3890064540333
2018-11-02,2749.707124995383,2960.706776937073
2018-11-09,2808.2241599102754,2946.893127421632
2018-11-16,2763.0463554166677,2944.8705660368682
2018-11-23,2664.2317789537515,2918.3211658233226
2018-11-30,2793.37688782732,2887.675689154487
2018-12-07,2686.531120108736,2871.6642453185286
2018-12-14,2652.7284577246955,2862.34878969895
2018-12-21,2465.677054709024,2865.169706021239
2018-12-28,2483.98418227132,2849.732225569147
2019-01-04,2527.0101049858226,2816.778812299002
2019-01-11,2591.204939687758,2783.334668585267
2019-01-18,2665.5099341360187,2766.615308932698
2019-01-25,2694.6328416229494,2774.889241213887
2019-02-01,2736.8711153692707,2761.371693933503
2019-02-08,2738.2361011808916,2780.525186384372
2019-02-15,2806.7154801302167,2789.8485768383557
2019-02-22,2854.6980063569245,2848.7842400385553
2019-03-01,2865.962790961517,2911.22418201223
2019-03-08,2803.9964900473315,2956.540780903037
2019-03-15,2885.170175143226,2989.673845935304
2019-03-22,2862.9166200304253,3040.710538343261
2019-03-29,2897.354850978437,3068.0699184327955
2019-04-05,2956.990734358314,3088.5570055016656
2019-04-12,2971.9864909525904,3123.0314769531774
2019-04-19,2989.180492339022,3145.146401815691
2019-04-26,3025.0398471429103,3174.1904889507273
2019-05-03,3030.9667080716767,3209.798840687388
2019-05-10,2964.8658657094647,3253.6121721141926
2019-05-17,2942.3624844548326,3277.323219924813
2019-05-24,2907.9229859374923,3298.054468860222
2019-05-31,2835.612399557357,3305.8022605883243
2019-06-07,2960.57447768933,3308.6023515386387
2019-06-14,2974.6284763655676,3325.768615418557
2019-06-21,3040.0357046665877,3332.562924376005
2019-06-28,3031.0716240721827,3355.337765529316
2019-07-05,3098.938390941864,3377.6292545803644
2019-07-12,3123.1462869456927,3413.5705937859316
2019-07-19,3084.6377609724595,3461.249508235114
2019-07-26,3135.6751476642453,3499.9571390188576
2019-08-02,3038.460519239362,3552.657061048058
2019-08-09,3024.574051072124,3582.0471888167676
2019-08-16,2993.5164062869258,3597.459518806389
2019-08-23,2950.4379206288895,3618.126703321899
2019-08-30,3032.667556832011,3648.4617909271306
2019-09-06,3088.797989307325,3658.0238244746524
2019-09-13,3118.5378807157836,3673.181515653921
2019-09-20,3102.6518624314213,3712.9431927629394
2019-09-27,3071.2527348019885,3709.5262387897124
2019-10-04,3061.1112520525344,3706.7374345457056
2019-10-11,3080.0461200182517,3701.01078258962
2019-10-18,3096.5647952788527,3715.790329033099
2019-10-25,3134.258332387357,3742.0914843139262
2019-11-01,3180.2576610759315,3765.6242822523245
2019-11-08,3207.3950314612484,3788.5385108152964
2019-11-15,3235.7868284316637,3809.6610724740353
2019-11-22,3225.241043758186,3843.2637742911065
2019-11-29,3264.1491375366054,3880.8148707763776
2019-12-06,3269.2723895379036,3923.9884835582034
2019-12-13,3293.060130436061,3962.248379817982
2019-12-20,3347.5356300492904,3998.0870084115318
2019-12-27,3383.7223357875127,4047.972432568653
2020-01-03,3378.4379273734517,4085.059214603073
2020-01-10,3410.2917574511616,4125.453733864052
2020-01-17,3477.414583876607,4160.517588415401
2020-01-24,3455.0411796497924,4213.786601885524
2020-01-31,3381.704153987251,4250.0301151368485
2020-02-07,3488.842275646585,4282.702725541935
2020-02-14,3543.831923627772,4324.877222959064
2020-02-21,3505.8196682907,4375.261792153129
2020-02-28,3102.9773002076404,4412.410069605496
2020-03-06,3122.041383046237,4382.786657360028
2020-03-13,2847.531211521947,4354.786113439756
2020-03-20,2420.9822767696537,4292.4137234897935
2020-03-27,2669.4436163432288,4135.5013526228095
2020-04-03,2613.963835830042,4057.163232627665
2020-04-10,2885.9428691755575,3953.4901387851055
2020-04-17,2973.6025641493748,3900.3428605217296
2020-04-24,2934.479412468351,3860.2986298324595
2020-05-01,2928.2416191772622,3881.3779476165205
2020-05-08,3030.7458456347676,3874.213625381709
2020-05-15,2962.36827964382,3953.6605007177527
2020-05-22,3057.2795142773325,4069.231365060019
2020-05-29,3156.6135984177504,4146.044125334129
2020-06-05,3311.7529021640976,4251.302654125578
2020-06-12,3153.5029383812807,4301.525065973884
2020-06-19,3212.0145498172287,4280.824213603819
2020-06-26,3120.0528659895945,4297.469861097453
2020-07-03,3166.847181206695,4303.437345018007
2020-07-10,3222.5248586995644,4294.904466473627
2020-07-17,3262.6819131206466,4284.104722118862
2020-07-24,3253.474716344084,4371.2629163211395
2020-07-31,3309.6180192993274,4374.908766959622
2020-08-07,3390.7213375844244,4374.870741087238
2020-08-14,3412.545264362888,4433.774280935622
2020-08-21,3437.1411826155695,4479.0951316271785
2020-08-28,3549.295873443123,4537.213882837009
2020-09-04,3467.291946180763,4624.739529713874
2020-09-11,3352.7979503553584,4716.661539924637
2020-09-18,3331.2218343112286,4808.221578159719
2020-09-25,3310.1374437064705,4878.736446685865
2020-10-02,3360.2742756632447,4893.997075631761
2020-10-09,3489.4499463784864,4895.4017855881775
2020-10-16,3496.143726702645,4915.165234410092
2020-10-23,3477.6583477068884,4947.266563825894
2020-10-30,3281.536535681566,4959.360050959307
2020-11-06,3521.8643514835867,4932.668603200034
2020-11-13,3597.842350524476,4944.368072615326
2020-11-20,3570.1347401036387,4987.011555714184
2020-11-27,3626.4296740850673,5034.485864932302
2020-12-04,3687.0005941721392,5086.682605968015
2020-12-11,3651.4572752433933,5092.621315539907
2020-12-18,3697.2566784985634,5095.341635554913
2020-12-25,3677.9683444109505,5117.5340620678035
2021-01-01,3743.8128301001407,5174.2768565827
2021-01-08,3812.198799509581,5188.539642707091
2021-01-15,3755.9530167124253,5210.801525136255
2021-01-22,3801.40390202762,5224.465868644962
2021-01-29,3675.5009136311605,5239.634272269754
2021-02-05,3846.290907975438,5221.009712637202
2021-02-12,3893.790272686868,5250.38313863733
2021-02-19,3884.176126211183,5273.927561040438
2021-02-26,3789.1672576113333,5294.855835396849
2021-03-05,3819.779700790103,5249.48459355858
2021-03-12,3920.5949725828978,5216.440577637056
2021-03-19,3890.529405017545,5242.495881151992
2021-03-26,3951.6149608534606,5229.187668113525
2021-04-02,4063.153231619724,5269.689343581556
2021-04-09,4173.2557985342255,5308.637701925789
2021-04-16,4230.536398629171,5343.813416398746
2021-04-23,4225.179035616912,5416.165458179528
2021-04-30,4226.189802929528,5502.621642967691
2021-05-07,4278.173740231041,5590.711153949562
2021-05-14,4218.791161222268,5657.312855842288
2021-05-21,4200.60722124172,5713.104201993756
2021-05-28,4249.376742357507,5779.70220672275
2021-06-04,4278.721903522126,5822.053863677662
2021-06-11,4296.474310676582,5856.49504248059
2021-06-18,4214.549580385568,5878.404713244833
2021-06-25,4330.118533687488,5866.774744291796
2021-07-02,4402.585225463515,5881.058907043079
2021-07-09,4453.144178387299,5908.127790592792
2021-07-16,4409.943570735379,5958.37985985682
2021-07-23,4496.192518498039,6014.854848385716
2021-07-30,4479.346002229222,6075.716693633001
2021-08-06,4521.395613003869,6151.145960671698
2021-08-13,4553.477841810106,6207.2055922624795
2021-08-20,4526.644039558977,6283.110123784403
2021-08-27,4595.639415840711,6338.685461722208
2021-09-03,4622.198031396842,6389.91996664152
2021-09-10,4542.355360186276,6450.551522579323
2021-09-17,4516.284691010125,6486.228341338007
2021-09-24,4539.197012085401,6512.190459434985
2021-10-01,4438.907412185416,6548.8825263546305
2021-10-08,4473.851697220322,6530.591458290241
2021-10-15,4555.385716026555,6564.204328691072
2021-10-22,4630.297101478529,6561.521176583637
2021-10-29,4691.9134804774485,6572.057306602945
2021-11-05,4785.794854129679,6626.360855630745
2021-11-12,4770.839339715734,6669.893027539489
2021-11-19,4786.233112780048,6718.805411243491
2021-11-26,4674.404460628651,6747.718137642192
2021-12-03,4617.238797417195,6776.882044595475
2021-12-10,4793.842987149005,6816.425078929151
2021-12-17,4700.87632058888,6848.30380188738
2021-12-24,4758.390474842243,6850.691061997817
2021-12-31,4799.0592375379465,6859.816271841715
2022-01-07,4709.293847301331,6862.2699618284605
2022-01-14,4695.016342689841,6854.925916458189
2022-01-21,4431.909827801172,6838.106460362885
2022-01-28,4466.081907670331,6787.346242934236
2022-02-04,4535.292081355815,6751.765589720636
2022-02-11,4452.76991135556,6682.587110282053
2022-02-18,4382.460981514129,6607.688085378935
2022-02-25,4386.853324165179,6522.212439098036
2022-03-04,4331.045511222068,6421.199668702376
2022-03-11,4206.422859456013,6318.108646202769
2022-03-18,4465.362975035201,6225.658852622011
2022-03-25,4545.343086800639,6221.933062549274
2022-04-01,4548.144298672506,6231.0153492567415
2022-04-08,4490.53528736961,6223.064442869623
2022-04-15,4383.146534417188,6197.305811826541
2022-04-22,4262.596195973367,6190.361181142637
2022-04-29,4123.047235834486,6153.241186147097
2022-05-06,4114.475371753239,6093.809511028929
2022-05-13,4015.239220531393,6019.483893259125
2022-05-20,3892.9728530258976,5901.159291110537
2022-05-27,4149.300726163408,5752.932337912938
2022-06-03,4201.143412564692,5665.068576083036
2022-06-10,3988.782535229477,5604.723316590846
2022-06-17,3757.66819953566,5532.386727015764
2022-06-24,4008.710904054706,5428.251895746236
2022-07-01,3920.1589181509894,5408.300480007848
2022-07-08,4038.21790619035,5381.349443377719
2022-07-15,4000.7083195286996,5388.7717881051485
2022-07-22,4102.684330873828,5414.258050581711
2022-07-29,4277.349655109105,5397.92017568394
2022-08-05,4292.780071306299,5407.509312716361
2022-08-12,4432.545310838071,5458.305464112789
2022-08-19,4379.035669316101,5571.35159127799
2022-08-26,4202.1335244635775,5621.284199373025
2022-09-02,4063.983898663411,5666.729139974822
2022-09-09,4166.955037833191,5668.708263854018
2022-09-16,3968.1739129287967,5708.334900719693
2022-09-23,3783.6638108325033,5688.904327129391
2022-09-30,3673.4189717382983,5601.958694482322
2022-10-07,3728.782005782641,5486.338183610495
2022-10-14,3670.806480298579,5379.766417764575
2022-10-21,3844.641256580329,5265.660097961821
2022-10-28,3996.58288523749,5225.489352565243
2022-11-04,3862.87715330404,5233.366080875843
2022-11-11,4090.7023062172602,5180.381199282293
2022-11-18,4062.436888209743,5196.34905848204
2022-11-25,4144.33294385961,5240.675980153584
2022-12-02,4191.251070977561,5329.208008487186
2022-12-09,4049.899080145052,5426.507591433757
2022-12-16,3965.4710788575617,5491.169446978584
2022-12-23,3957.709653530888,5520.050761986533
2022-12-30,3975.4254913440054,5542.448013536146
2023-01-06,4022.7264624282166,5598.090888553159
2023-01-13,4130.145007887751,5609.560961325073
2023-01-20,4119.1955466342815,5654.614081420726
2023-01-27,4220.759755220167,5674.585274187875
2023-02-03,4289.112060555188,5697.495271766769
2023-02-10,4241.393948385178,5731.243981251517
2023-02-17,4229.604537881782,5790.830300793646
2023-02-24,4105.138533447748,5832.210364922822
2023-03-03,4183.311010773112,5863.439529683287
2023-03-10,3992.9980783460123,5908.073928386937
2023-03-17,4049.9212027792,5896.839249619624
2023-03-24,4106.120809447587,5904.47877512949
2023-03-31,4249.147836722659,5896.066134457078
2023-04-07,4305.990773901524,5886.144209634716
2023-04-14,4340.207883222826,5907.525719419691
2023-04-21,4335.886056134426,5932.54468868818
2023-04-28,4373.606519409452,5970.480620788342
2023-05-05,4338.749687746313,6005.345463335846
2023-05-12,4325.983959630143,6081.841547131805
2023-05-19,4397.20805964715,6140.722106457327
2023-05-26,4411.337740273045,6212.7726523304345
2023-06-02,4550.640261722573,6248.744851739049
2023-06-09,4568.163011858629,6296.694300363426
2023-06-16,4685.829700919682,6349.731378800847
2023-06-23,4603.766727977622,6420.289014084517
2023-06-30,4711.811306913087,6473.739743664191
2023-07-07,4714.501629810848,6542.67557712541
2023-07-14,4828.608793126933,6623.4876492809835
2023-07-21,4861.746704815965,6728.521425322915
2023-07-28,4910.928695587918,6819.568775508819
2023-08-04,4799.253867811832,6893.852431125518
2023-08-11,4784.271056091476,6920.150911823561
2023-08-18,4683.163901892042,6924.330268446375
2023-08-25,4721.746299714501,6953.350135070237
2023-09-01,4839.701338607305,6960.533716133149
2023-09-08,4785.8358259733905,6985.786150454858
2023-09-15,4778.137231967799,6992.023918523006
2023-09-22,4638.282334283072,6987.072014530927
2023-09-29,4603.914155839312,6947.036734013216
2023-10-06,4625.87074496353,6911.2016855467655
2023-10-13,4646.570709627613,6888.61223418575
2023-10-20,4535.318296326868,6888.495626673614
2023-10-27,4420.661934109946,6875.50075044651
2023-11-03,4679.381863349452,6805.744897184918
2023-11-10,4740.473625587687,6805.621863441872
2023-11-17,4846.529683811722,6807.005979305189
2023-11-24,4901.4637045544805,6862.490406472753
2023-12-01,4939.401839392794,6927.8218183618865
2023-12-08,4949.872961586348,6982.815113604644
2023-12-15,5073.308637217718,7048.158315623697
2023-12-22,5111.407922321212,7156.332484244854
2023-12-29,5136.261072276352,7284.45103928346
2024-01-05,5043.798106957831,7369.089239763436
2024-01-12,5136.776460295892,7434.812907706615
2024-01-19,5200.789328058555,7485.438544020464
2024-01-26,5255.765286697889,7533.286711641114
2024-02-02,5328.449865692297,7587.112537400786
2024-02-09,5401.521671673709,7648.013165444297
2024-02-16,5378.912353320269,7708.539575945424
2024-02-23,5442.083021413751,7775.372813233039
2024-03-01,5493.715089933289,7824.81781064715
2024-03-08,5479.395360653209,7909.143791937414
2024-03-15,5472.337059889642,7977.9059853092995
2024-03-22,5597.556233520334,8030.662616460457
2024-03-29,5611.247354359482,8083.375289623302
2024-04-05,5557.840194818405,8133.262797628977
2024-04-12,5471.413423766639,8148.567111622782
2024-04-19,5304.624846632708,8164.406066421071
2024-04-26,5446.3703970904835,8120.231459815971
2024-05-03,5476.09080870825,8104.785656246611
2024-05-10,5577.426271518845,8062.685989901844
2024-05-17,5663.490115313158,8100.92836173518
2024-05-24,5665.038813967167,8077.69290717349
2024-05-31,5675.437855215822,8082.708989587315
2024-06-07,5750.157199593392,8099.310181959348
2024-06-14,5841.146706951482,8136.304929036892
2024-06-21,5874.341877446658,8241.728184263065
2024-06-28,5869.891324737431,8299.122867724558
2024-07-05,5960.163061381955,8366.875519354948
2024-07-12,6011.722715547161,8438.523694804344
2024-07-19,5893.583301149325,8508.085499812607
2024-07-26,5844.443442635622,8558.622203219486
2024-08-02,5723.959498842611,8595.219405611639
2024-08-09,5721.390193852011,8564.932010055287
2024-08-16,5946.3097064825515,8538.327666509284
2024-08-23,6032.341957979528,8561.560884329621
2024-08-30,6047.105399246883,8595.375343215659
2024-09-06,5848.626522183371,8603.554993401025
2024-09-13,6083.937710795086,8570.926049337002
2024-09-20,6166.696474734856,8618.741780399429
2024-09-27,6205.215813582883,8684.317070392763
2024-10-04,6219.165675269254,8776.041294668641
2024-10-11,6288.331517244757,8871.581928585676
2024-10-18,6342.012004333632,8944.317776645728
2024-10-25,6280.859448325711,8990.370238183947
2024-11-01,6195.0830312999515,9028.194663974462
2024-11-08,6483.534005647764,9096.447102333028
2024-11-15,6348.44649771836,9176.09024772243
2024-11-22,6455.201300032963,9205.140030155257
2024-11-29,6545.995128902518,9256.144164057592
2024-12-06,6608.814213423425,9317.535891074445
2024-12-13,6566.298118701921,9386.442541546767
2024-12-20,6435.820787667382,9424.507698328685
2024-12-27,6549.638776138522,9462.525951956284
2025-01-03,6446.452035488471,9531.486459550044
2025-01-10,6400.854619485175,9526.29226780385
2025-01-17,6587.177983715772,9554.780717927672
2025-01-24,6769.017167686854,9585.135355276008
2025-01-31,6701.661996036518,9625.267740394242
2025-02-07,6685.531100167215,9633.609218807878
2025-02-14,6783.872302277147,9668.379608222724
2025-02-21,6670.78323750132,9740.068714153445
2025-02-28,6605.741029904164,9770.465575197939
2025-03-07,6401.284439782003,9775.185401048817
2025-03-14,6255.668307554825,9769.631430732972
2025-03-21,6287.418593242841,9709.173656365505
2025-03-28,6191.324871393519,9629.115405148483
2025-04-04,5629.029954597095,9540.091592935816
2025-04-11,5949.948148282965,9344.171812182833
2025-04-18,5966.494890993852,9226.164724459448
2025-04-25,6240.3952052174445,9111.936573464856
2025-05-02,6422.75460928146,9078.408509355166
2025-05-09,6392.5310507624445,9097.237487661192
2025-05-16,6729.634798979643,9145.863061761942
2025-05-23,6553.938984304763,9243.927150529047
2025-05-30,6632.110647302846,9334.160631337649
2025-06-06,6731.58621833197,9520.07419771735
2025-06-13,6705.346219679896,9632.68887718902
2025-06-20,6619.472761142531,9796.963450285355
2025-06-27,6847.1119446156745,9913.692145857334
2025-07-04,7001.347156343828,10006.367462936361
2025-07-11,6979.493448169136,10091.314896267324
2025-07-18,7020.792334600351,10118.03295722314
2025-07-25,7123.203320738603,10206.279296206327
2025-08-01,6955.253524593578,10293.999566830673
2025-08-08,7124.1065146971005,10328.8559437459
2025-08-15,7191.395096797432,10425.52174746281
2025-08-22,7210.47278996982,10539.84916353518
2025-08-29,7203.057740473793,10608.322039446868
